Items,densite,melt,COULEUR,I_CM,I_G,I_F
LDPE,0.925,2.3,MIX,X,X,RP
LDPE,0.925,1.9,MIX,X,X,RG
LDPE,0.925,1.8,MIX,X,X,RG
MDPE,0.938,4.0,MIX,INJ,X,RG
HMW,0.954,12.0,MIX,EXT,X,RG
ADDITIFS,0.975,1.3,BE,EXT,CH,RP
LDPE,0.925,0.65,NAT,X,X,RP
LDPE,0.925,1.1,MIX,X,X,RP
LDPE,0.938,0.88,MIX,X,X,RP
HDPE,0.969,0.55,MIX,EXT,X,RP
HDPE,0.965,0.6,MIX,EXT,X,RP
HDPE,0.962,0.52,MIX,EXT,X,RP
HDPE,0.965,0.93,MIX,EXT,X,RP
HDPE,0.965,0.37,MIX,EXT,X,RP
LDPE,0.952,1.1,MIX,X,X,RP
LDPE,0.962,0.29,MIX,X,X,RP
LDPE,0.963,0.3,MIX,X,X,RP
LDPE,0.962,0.3,MIX,X,X,RP
LDPE,0.965,0.25,MIX,X,X,RP
LDPE,0.975,0.83,MIX,X,X,RP
LDPE,0.938,1.0,MIX,X,X,RP
HDPE,0.954,21.0,MIX,INJ,X,RG
HMW,0.975,12.0,YEL,EXT,X,RG
HDPE,0.956,0.39,MIX,EXT,X,RG
HDPE,0.965,0.27,MIX,EXT,X,RG
HMW,0.956,18.0,MIX,EXT,X,RG
HDPE,0.954,7.0,MIX,INJ,X,RG
HDPE,0.957,0.16,MIX,EXT,X,RP
HDPE,0.965,0.37,MIX,EXT,X,RG
HDPE,0.965,0.41,MIX,EXT,X,RG
HDPE,0.965,3.2,MIX,INJ,X,RG
PE/PP,0.925,12.0,MIX,X,X,RG
HDPE,0.956,0.18,MIX,EXT,X,RP
HDPE,0.965,0.17,MIX,EXT,X,RP
HDPE,0.958,0.22,MIX,EXT,X,RP
HDPE,0.958,0.18,MIX,EXT,X,RP
HDPE,0.962,0.16,MIX,EXT,X,RP
HDPE,0.954,7.5,MIX,INJ,X,RG
EVA,0.932,2.1,NAT,EXT,X,RG
LDPE,0.925,2.2,NAT,X,X,RG
LDPE,0.952,6.9,MIX,X,X,RG
LDPE,0.92,2.6,MIX,X,X,RG
LDPE,0.954,1.6,MIX,X,X,RG
LDPE,0.92,1.3,MIX,X,X,RP
LDPE,0.925,1.7,MIX,X,X,RP
LDPE,0.932,0.82,MIX,X,X,RP
LDPE,0.925,1.5,GREYI,X,X,RP
HDPE,0.962,0.12,MIX,EXT,X,RP
LDPE,0.92,0.88,MIX,X,X,RP
LDPE,0.96,0.76,MIX,X,X,RP
HDPE,0.96,0.31,MIX,EXT,X,RP
HDPE,0.973,0.57,MIX,EXT,X,RP
HDPE,0.96,0.26,MIX,EXT,X,RP
HDPE,0.954,0.24,MIX,EXT,X,RP
HDPE,0.965,0.32,MIX,EXT,2.0,RP
LDPE,0.938,10.0,MIX,X,X,RP
HDPE,0.954,0.52,WH,EXT,X,RG
HDPE,0.954,0.57,WH,EXT,X,RG
HDPE,0.956,0.45,MIX,EXT,X,RP
HDPE,0.958,4.6,BK,INJ,X,RP
HDPE,0.953,5.5,BK,INJ,X,RP
HDPE,0.952,0.25,MIX,EXT,1.0,RP
HDPE,0.957,0.28,MIX,EXT,1.0,RP
LDPE,0.925,0.77,MIX,X,X,RP
LDPE,0.925,0.87,NAT,X,X,RP
LDPE,0.925,0.7,MIX,X,X,RP
HDPE,0.965,7.0,MIX,INJ,X,RG
HDPE,0.965,0.29,MIX,EXT,1.0,RP
HDPE,0.953,0.24,MIX,EXT,1.0,RP
HDPE,0.957,0.34,MIX,EXT,1.0,RP
HDPE,0.967,7.2,BK,INJ,X,RP
HDPE,0.967,6.9,BK,INJ,X,RP
HDPE,0.965,7.1,BK,INJ,X,RP
HDPE,0.973,6.9,BK,INJ,X,RP
HDPE,0.958,4.6,MIX,INJ,X,RP
HDPE,0.957,4.9,MIX,INJ,X,RP
LDPE,0.92,3.2,MIX,X,X,RP
HMW,0.958,10.0,MIX,EXT,X,RP
HMW,0.956,9.0,MIX,EXT,X,RP
HMW,0.958,7.0,MIX,EXT,X,RP
HMW,0.954,9.0,MIX,EXT,X,RP
HMW,0.952,9.0,MIX,EXT,X,RP
HMW,0.952,12.0,MIX,EXT,X,RP
HDPE,0.965,0.48,MIX,EXT,X,RG
HDPE,0.965,0.24,WH,EXT,X,RG
HDPE,0.956,0.34,MIX,EXT,X,RG
HDPE,0.965,0.28,WH,EXT,X,RG
HDPE,0.973,0.83,MIX,EXT,X,RG
PE/PP,0.956,0.58,MIX,X,X,RG
HDPE,0.95,4.7,MIX,OFF,X,RG
MDPE,0.938,2.8,MIX,INJ,X,RG
HMW,0.954,13.0,MIX,EXT,X,RP
META,0.92,0.67,MIX,EXT,1.0,RP
LDPE,0.975,2.3,MIX,X,X,RP
HDPE,0.92,6.1,MIX,INJ,X,RG
HMW,0.956,10.0,MIX,EXT,X,RG
HMW,0.954,17.0,MIX,EXT,E,RG
HDPE,0.965,6.5,MIX,INJ,X,RG
MDPE,0.932,5.0,MIX,INJ,X,RG
PE/PP,0.932,14.0,MIX,X,X,RG
HMW,0.975,16.0,MIX,EXT,X,RG
LDPE,0.975,6.3,MIX,X,X,RP
LDPE,0.975,6.2,MIX,X,X,RP
LDPE,0.975,3.4,MIX,X,X,RP
HDPE,0.932,1.7,MIX,OFF,E,RG
HDPE,0.932,1.7,MIX,OFF,X,RG
HDPE,0.962,0.4,MIX,EXT,X,RG
HMW,0.952,10.0,MIX,EXT,X,RG
HDPE,0.958,0.11,MIX,EXT,X,RG
HDPE,0.96,0.33,BK,EXT,X,RG
HMW,0.952,14.0,MIX,EXT,X,RG
HDPE,0.965,0.34,MIX,EXT,X,RG
HMW,0.952,15.0,MIX,EXT,X,RG
HDPE,0.952,0.22,BK,EXT,X,RG
HDPE,0.958,0.37,MIX,EXT,X,RG
HDPE,0.938,8.3,MIX,INJ,MEL,RG
HDPE,0.965,6.1,MIX,INJ,X,RG
HDPE,0.958,0.31,BK,EXT,X,RG
LDPE,0.932,2.6,WH,X,X,RP
LDPE,0.925,2.5,MIX,X,F,RG
HDPE,0.947,2.2,BK,OFF,X,RG
HDPE,0.938,0.24,BK,EXT,X,C
LDPE,0.975,9.4,MIX,X,X,RP
LDPE,0.975,8.2,MIX,X,X,RP
EVA,0.949,9.5,BK,X,X,RP
EVA,0.952,19.0,BK,X,X,RP
HDPE,0.938,0.28,MIX,EXT,X,RG
HMW,0.942,0.05,BK,EXT,X,RG
HDPE,0.952,7.9,MIX,INJ,X,RG
HDPE,0.954,5.5,BK,INJ,X,RP
HDPE,0.953,6.2,BK,INJ,X,RP
HDPE,0.975,0.92,BK,EXT,2.0,RP
HDPE,0.975,0.73,BK,EXT,2.0,RP
HDPE,0.975,0.49,BK,EXT,2.0,RP
HDPE,0.975,0.64,BK,EXT,2.0,RP
HDPE,0.975,0.73,MIX,EXT,2.0,RP
HDPE,0.971,0.46,MIX,EXT,X,RG
HDPE,0.92,6.7,MIX,INJ,X,RG
HDPE,0.965,0.39,MIX,EXT,L,RG
HDPE,0.938,6.6,MIX,INJ,X,RG
HDPE,0.946,4.4,MIX,INJ,X,RG
HMW,0.92,17.0,MIX,EXT,X,RG
HDPE,0.975,0.87,MIX,EXT,2.0,RP
HDPE,0.975,0.4,BK,EXT,CH,RP
HDPE,0.965,0.27,BK,EXT,1.0,RP
HDPE,0.973,0.35,BK,EXT,1.0,RP
HDPE,0.954,0.33,BK,EXT,1.0,RP
HDPE,0.973,0.39,BK,EXT,1.0,RP
LDPE,0.925,1.1,YELI,X,X,WS
LDPE,0.925,1.3,NAT,X,X,WS
LDPE,0.92,4.0,YELI,X,X,WS
LDPE,0.965,8.5,YELI,X,X,WS
LDPE,0.92,5.9,NAT,X,X,WS
LDPE,0.952,28.0,NAT,X,X,WS
LDPE,0.92,6.7,NAT,X,X,WS
LDPE,0.938,3.8,NAT,X,X,WS
LDPE,0.925,1.0,NAT,X,X,WS
LDPE,0.975,8.3,YELI,X,X,WS
HDPE,0.969,0.28,BK,EXT,1.0,RP
HDPE,0.952,6.6,NAT,INJ,X,RG
HDPE,0.962,0.42,MIX,EXT,X,RG
LDPE,0.932,1.4,MIX,X,X,RG
HMW,0.962,14.0,BK,EXT,X,RG
HDPE,0.969,0.29,MIX,EXT,X,RP
HDPE,0.952,4.3,BK,INJ,X,RP
HDPE,0.954,5.7,BK,INJ,X,RP
HDPE,0.973,5.8,BK,INJ,X,RP
HDPE,0.969,6.4,BK,INJ,X,RP
HDPE,0.965,6.7,BK,INJ,X,RP
HDPE,0.971,6.2,BK,INJ,X,RP
MDPE,0.925,4.0,MIX,INJ,X,RG
MDPE,0.932,1.9,MIX,INJ,X,RG
HDPE,0.956,6.2,BK,INJ,X,RP
HDPE,0.956,4.0,BK,INJ,X,RP
HDPE,0.952,5.1,BK,INJ,X,RP
HDPE,0.969,6.6,BK,INJ,X,RP
HDPE,0.962,6.2,BK,INJ,X,RP
HDPE,0.965,6.3,BK,INJ,X,RP
HDPE,0.969,5.3,BK,INJ,X,RP
HDPE,0.969,5.8,BK,INJ,X,RP
HDPE,0.965,6.5,BK,INJ,X,RP
HDPE,0.969,0.58,MIX,EXT,X,RG
HDPE,0.969,0.42,MIX,EXT,X,RG
HDPE,0.955,6.4,BK,INJ,X,RP
HDPE,0.969,1.4,MIX,OFF,X,RG
HDPE,0.969,4.4,MIX,OFF,X,RG
HDPE,0.932,6.5,MIX,INJ,E,RG
HDPE,0.954,2.9,MIX,OFF,MEL,RG
HDPE,0.958,0.29,BK,EXT,E,RG
HDPE,0.969,0.32,MIX,EXT,E,RG
HDPE,0.949,0.15,MIX,EXT,E,RG
HDPE,0.956,0.38,MIX,EXT,E,RG
PP,0.92,36.0,BK,INJ,MEL,RP
HDPE,0.962,0.39,MIX,EXT,E,RG
HDPE,0.969,0.39,MIX,EXT,E,RG
HDPE,0.965,0.4,MIX,EXT,E,RG
HDPE,0.969,0.68,WH,EXT,X,RG
LDPE,0.965,1.6,MIX,X,X,RP
LDPE,0.925,8.0,MIX,X,X,RP
LDPE,0.925,4.4,MIX,X,X,RP
LDPE,0.925,0.82,WH,X,X,RP
HDPE,0.975,0.59,BE,EXT,CH,RG
LDPE,0.932,0.77,MIX,X,X,RP
LDPE,0.965,0.44,MIX,X,X,RP
LDPE,0.962,0.59,MIX,X,X,RP
HDPE,0.965,0.38,MIX,EXT,X,RP
HDPE,0.958,0.34,MIX,EXT,X,RP
HDPE,0.965,0.32,MIX,EXT,X,RP
HDPE,0.962,1.2,MIX,EXT,X,RP
HDPE,0.958,6.9,MIX,INJ,X,RG
HDPE,0.956,4.9,MIX,OFF,X,RG
HDPE,0.964,0.51,MIX,EXT,X,RP
HDPE,0.942,0.41,MIX,EXT,X,RP
HDPE,0.958,0.43,MIX,EXT,X,RP
HDPE,0.952,0.22,MIX,EXT,X,RP
HDPE,0.958,0.21,MIX,EXT,X,RP
HDPE,0.952,0.23,MIX,EXT,X,RP
HDPE,0.952,0.2,MIX,EXT,X,RP
HDPE,0.954,0.26,MIX,EXT,X,RP
HDPE,0.954,0.18,MIX,EXT,X,RP
HDPE,0.965,0.37,WH,EXT,X,RG
HDPE,0.956,0.54,MIX,EXT,X,RG
HDPE,0.952,0.39,MIX,EXT,X,RG
HDPE,0.965,0.37,MIX,EXT,1.0,RG
LDPE,0.925,5.0,MIX,X,X,RP
PE/PP,0.975,2.6,MIX,X,X,RP
PE/PP,0.975,2.1,MIX,X,X,RP
LDPE,0.949,5.6,MIX,X,X,RP
PE/PP,0.975,5.1,MIX,X,X,RP
PE/PP,0.975,2.4,MIX,X,X,RP
HDPE,0.95,5.7,NAT,INJ,X,WS
LDPE,0.947,2.7,YELI,X,X,WS
LDPE,0.952,12.0,YELI,X,X,WS
HDPE,0.956,3.6,NAT,INJ,X,WS
LDPE,0.92,18.0,WH,X,X,RP
HDPE,0.947,3.4,NAT,INJ,X,WS
LDPE,0.973,13.0,MIX,INJ,CH,RP
LDPE,0.947,5.7,WH,INJ,T,RP
HDPE,0.956,0.16,MIX,EXT,X,RP
HDPE,0.954,0.29,MIX,EXT,X,RP
HDPE,0.958,0.31,MIX,EXT,X,RP
HDPE,0.958,0.35,MIX,EXT,X,RP
HDPE,0.958,0.47,MIX,EXT,X,RP
LDPE,0.932,42.0,MIX,X,X,RP
LDPE,0.92,3.5,MIX,X,X,RP
LDPE,0.92,2.4,NAT,X,X,RP
LDPE,0.92,3.1,WH,X,X,RP
LDPE,0.975,12.0,WH,X,X,RP
LDPE,0.925,13.0,YELI,X,X,WS
HDPE,0.973,0.34,MIX,EXT,X,RP
HDPE,0.969,0.47,MIX,EXT,X,RP
HMW,0.954,12.0,MIX,EXT,X,RP
HDPE,0.957,0.6,MIX,EXT,X,RG
HMW,0.952,11.0,MIX,EXT,PUF,RP
HMW,0.962,7.0,MIX,EXT,X,RP
HMW,0.965,9.0,MIX,EXT,X,RP
HMW,0.952,6.0,MIX,EXT,X,RP
LDPE,0.942,1.1,MIX,X,X,RP
LDPE,0.956,0.74,MIX,X,X,RP
LDPE,0.925,0.88,MIX,X,X,RP
HDPE,0.973,2.2,BK,INJ,X,RP
HMW,0.965,10.0,MIX,EXT,X,RP
HMW,0.954,8.0,MIX,EXT,X,RP
HDPE,0.975,2.2,BK,INJ,X,RP
HDPE,0.969,2.3,BK,INJ,X,RP
HDPE,0.965,7.2,MIX,INJ,X,RG
HMW,0.958,9.0,MIX,EXT,X,RP
HMW,0.956,11.0,MIX,EXT,X,RP
HDPE,0.975,2.0,BK,INJ,X,RP
HDPE,0.946,1.6,BK,OFF,2.0,RP
HDPE,0.962,2.9,BK,INJ,X,RP
HDPE,0.965,4.9,BK,INJ,X,RP
HDPE,0.962,2.3,MIX,OFF,X,RG
HDPE,0.965,3.8,WH,INJ,X,RG
HDPE,0.965,5.2,BK,INJ,X,RP
HDPE,0.975,0.79,WH,EXT,X,RG
HDPE,0.975,1.9,BK,OFF,1.0,RP
HDPE,0.975,1.8,BK,OFF,1.0,RP
HDPE,0.956,3.9,BK,INJ,X,RP
HDPE,0.953,4.1,BK,INJ,X,RP
HDPE,0.94,4.3,BK,INJ,X,RP
HDPE,0.952,0.28,MIX,EXT,X,RG
MDPE,0.938,3.4,MIX,INJ,X,RG
HDPE,0.962,4.1,BK,INJ,X,RP
HDPE,0.956,0.39,NAT,EXT,1.0,WS
HDPE,0.947,7.8,NAT,INJ,X,WS
LDPE,0.92,2.6,YELI,X,X,WS
LDPE,0.975,18.0,GREYI,X,X,WS
LDPE,0.975,20.0,GREYI,X,X,WS
LDPE,0.925,18.0,NAT,X,X,WS
LDPE,0.947,1.7,YELI,X,X,WS
HDPE,0.92,2.5,YELI,INJ,X,WS
LDPE,0.92,2.1,YELI,X,X,WS
LDPE,0.932,1.0,MIX,X,X,RP
LDPE,0.92,2.2,NAT,X,X,RG
MDPE,0.938,11.0,MIX,INJ,MEL,RG
LDPE,0.975,1.7,MIX,X,X,RP
LDPE,0.92,10.0,NAT,X,X,WS
HMW,0.954,20.0,MIX,EXT,X,RG
HMW,0.954,19.0,MIX,EXT,X,RG
HDPE,0.962,0.36,MIX,EXT,X,RG
HDPE,0.969,0.69,MIX,EXT,X,RP
HDPE,0.952,0.07,MIX,EXT,X,RP
HDPE,0.958,0.28,MIX,EXT,X,RP
HDPE,0.953,0.05,MIX,EXT,X,RP
HDPE,0.969,0.4,MIX,EXT,X,RP
HDPE,0.956,0.14,MIX,EXT,X,RP
HMW,0.952,0.05,MIX,EXT,X,RP
HDPE,0.92,0.54,MIX,OFF,X,RG
HDPE,0.954,1.3,MIX,OFF,X,RG
MDPE,0.935,3.6,MIX,X,X,RP
MDPE,0.933,4.2,MIX,INJ,MEL,RP
MDPE,0.933,4.2,MIX,X,X,RP
MDPE,0.932,3.9,MIX,X,X,RP
MDPE,0.932,4.8,MIX,X,X,RP
HMW,0.956,0.06,MIX,EXT,X,RP
HDPE,0.952,4.4,MIX,INJ,X,RG
HDPE,0.962,6.5,MIX,INJ,X,RG
HDPE,0.92,5.6,MIX,INJ,X,RG
HDPE,0.946,4.2,MIX,INJ,X,RG
HDPE,0.956,5.8,MIX,INJ,X,RG
LDPE,0.925,12.0,MIX,X,X,RG
HDPE,0.958,0.38,MIX,EXT,X,RP
HDPE,0.958,0.28,BK,EXT,X,RG
HMW,0.952,18.0,MIX,EXT,X,RP
PP,0.92,7.6,NAT,X,X,WS
HDPE,0.969,3.9,BK,INJ,1.0,RP
HDPE,0.956,4.0,BK,INJ,1.0,RP
HDPE,0.958,4.4,BK,INJ,1.0,RP
HDPE,0.973,0.41,MIX,EXT,1.0,RP
HDPE,0.955,3.9,BK,INJ,1.0,RP
HDPE,0.956,3.8,BK,INJ,1.0,RP
HDPE,0.954,3.9,BK,INJ,1.0,RP
HDPE,0.975,0.53,BE,EXT,X,C
HDPE,0.975,0.59,BE,EXT,X,RG
HDPE,0.975,0.59,MIX,EXT,X,RG
HDPE,0.975,0.59,BE,EXT,X,C
HMW,0.947,7.0,NAT,EXT,1.0,WS
HDPE,0.956,0.56,MIX,EXT,X,RP
HDPE,0.953,5.4,MIX,INJ,L,RG
HDPE,0.969,0.42,MIX,EXT,X,RP
HDPE,0.969,0.41,MIX,EXT,X,RP
HDPE,0.965,0.42,MIX,EXT,X,RP
HDPE,0.973,2.1,MIX,OFF,1.0,RP
HDPE,0.954,0.34,MIX,EXT,X,RP
HMW,0.949,11.0,MIX,EXT,X,RP
HDPE,0.952,7.8,BK,INJ,X,RP
LDPE,0.932,6.9,MIX,INJ,MEL,RP
LDPE,0.958,2.4,MIX,OFF,MEL,RP
MDPE,0.946,1.2,MIX,OFF,MEL,RP
HDPE,0.946,0.69,NAT,EXT,1.0,WS
HDPE,0.971,0.35,MIX,EXT,X,RP
HDPE,0.951,0.38,MIX,EXT,1.0,RG
HMW,0.958,16.0,MIX,EXT,X,RP
HMW,0.949,20.0,MIX,EXT,X,RP
HMW,0.958,9.5,MIX,EXT,X,RP
HMW,0.956,10.0,MIX,EXT,X,RP
HDPE,0.975,0.67,MIX,EXT,CH,RP
HDPE,0.975,0.88,MIX,EXT,CH,RP
HDPE,0.946,15.0,MIX,INJ,X,RG
HMW,0.952,8.6,MIX,EXT,X,RP
HMW,0.954,10.0,MIX,EXT,X,RP
HDPE,0.975,0.62,MIX,EXT,CH,RP
HDPE,0.975,0.51,MIX,EXT,CH,RP
HDPE,0.949,3.5,MIX,OFF,FO,RG
PP,0.92,0.6,NAT,EXT,1.0,RG
HDPE,0.949,0.25,BK,EXT,1.0,RG
HDPE,0.951,0.22,MIX,EXT,1.0,RG
HDPE,0.954,0.3,MIX,EXT,1.0,RG
HDPE,0.958,0.24,BK,EXT,1.0,RG
HDPE,0.92,0.58,MIX,EXT,1.0,RG
PP,0.92,0.6,NAT,EXT,X,RG
HDPE,0.975,0.38,MIX,EXT,CH,RG
HDPE,0.949,0.29,BK,EXT,1.0,RG
HDPE,0.942,0.27,NAT,EXT,C,RG
HDPE,0.965,1.2,BK,OFF,MEL,RG
HDPE,0.942,0.27,NAT,EXT,1.0,RG
HDPE,0.973,0.33,MIX,EXT,1.0,RG
HDPE,0.932,1.4,MIX,OFF,MEL,RG
PE/PP,0.92,0.75,MIX,EXT,E,RG
HDPE,0.951,0.37,MIX,EXT,1.0,RG
HDPE,0.9325,1.4,MIX,OFF,MEL,RP
HDPE,0.954,0.19,MIX,EXT,1.0,RG
HDPE,0.942,0.27,MIX,EXT,1.0,RG
HMW,0.958,0.23,MIX,EXT,X,RP
HMW,0.958,13.0,MIX,EXT,X,RP
HDPE,0.975,0.48,MIX,EXT,CH,RP
HDPE,0.975,0.35,MIX,EXT,CH,RP
HDPE,0.952,10.0,BK,INJ,1.0,RP
LDPE,0.935,1.4,WH,X,X,RP
HDPE,0.956,4.1,BK,INJ,1.0,RP
HMW,0.952,8.0,MIX,EXT,X,RP
HDPE,0.975,0.49,MIX,EXT,CH,RP
HDPE,0.973,3.9,BK,INJ,1.0,RP
HDPE,0.952,8.8,BK,INJ,1.0,RP
HDPE,0.954,9.0,BK,INJ,1.0,RP
HDPE,0.951,8.3,BK,INJ,1.0,RP
HDPE,0.951,8.4,BK,INJ,1.0,RP
HDPE,0.951,9.6,BK,INJ,1.0,RP
HDPE,0.956,0.6,MIX,EXT,EMB,RG
HDPE,0.955,0.61,MIX,EXT,EMB,RG
HDPE,0.958,0.56,MIX,EXT,EMB,RG
LDPE,0.932,22.0,MIX,INJ,X,RG
HDPE,0.965,0.36,MIX,EXT,EMB,RG
HDPE,0.952,0.68,MIX,EXT,EMB,RG
HDPE,0.955,0.61,MIX,EXT,C,RG
HMW,0.975,13.0,MIX,EXT,X,RP
HDPE,0.975,0.47,MIX,EXT,CH,RP
HDPE,0.954,4.6,BK,INJ,1.0,RP
HDPE,0.956,4.2,BK,INJ,1.0,RP
HMW,0.975,17.0,MIX,EXT,X,RP
HDPE,0.971,0.33,MIX,EXT,1.0,RP
HMW,0.956,20.0,MIX,EXT,X,RP
HMW,0.958,27.0,MIX,EXT,X,RP
MDPE,0.965,0.5,WH,X,X,RP
MDPE,0.951,0.64,WH,X,X,RP
MDPE,0.954,0.61,WH,X,X,RP
HDPE,0.956,0.64,MIX,EXT,1.0,RP
HDPE,0.97,0.44,MIX,EXT,1.0,RP
HDPE,0.949,3.8,BK,INJ,1.0,RP
HDPE,0.956,3.9,BK,INJ,1.0,RP
HDPE,0.952,3.7,BK,INJ,1.0,RP
HDPE,0.954,3.7,BK,INJ,1.0,RP
HMW,0.956,8.7,MIX,EXT,X,RP
HMW,0.957,12.0,MIX,EXT,X,RP
MDPE,0.965,3.7,MIX,X,X,PW
MDPE,0.925,5.4,MIX,X,X,PW
HDPE,0.956,6.7,MIX,INJ,E,RG
HDPE,0.951,9.0,BK,INJ,X,RP
HDPE,0.961,1.8,MIX,OFF,1.0,RP
HDPE,0.956,2.1,MIX,OFF,1.0,RP
HDPE,0.951,1.7,MIX,OFF,1.0,RP
HDPE,0.954,4.1,MIX,INJ,1.0,RP
HDPE,0.951,2.0,MIX,OFF,1.0,RP
HDPE,0.954,3.9,MIX,OFF,1.0,RP
HDPE,0.932,2.2,MIX,OFF,1.0,RP
HDPE,0.954,2.1,MIX,OFF,1.0,RP
HDPE,0.951,1.2,MIX,OFF,1.0,RP
HDPE,0.954,8.0,BK,INJ,X,RP
MDPE,0.949,3.7,MIX,X,1.0,RP
HDPE,0.946,14.0,MIX,INJ,2.0,RG
HDPE,0.946,6.7,MIX,INJ,2.0,RG
HDPE,0.958,9.2,MIX,INJ,1.0,RG
HDPE,0.949,8.3,MIX,INJ,1.0,RG
HDPE,0.925,7.7,MIX,INJ,1.0,RG
HDPE,0.946,10.0,MIX,INJ,2.0,RG
HDPE,0.958,9.2,MIX,INJ,2.0,RG
PE/PP,0.946,14.0,MIX,INJ,2.0,RG
HDPE,0.946,9.5,MIX,INJ,1.0,RG
HDPE,0.975,4.8,MIX,INJ,2.0,RG
PE/PP,0.942,11.0,MIX,INJ,2.0,RG
PE/PP,0.92,7.8,MIX,INJ,2.0,RG
HDPE,0.949,8.8,MIX,INJ,2.0,RG
PE/PP,0.932,12.0,MIX,INJ,2.0,RG
HDPE,0.942,15.0,MIX,INJ,1.0,RG
HDPE,0.942,8.9,MIX,INJ,2.0,RG
HDPE,0.951,8.8,MIX,INJ,1.0,RG
HDPE,0.946,7.8,MIX,INJ,2.0,RG
HDPE,0.949,19.0,MIX,INJ,1.0,RG
HDPE,0.949,12.0,MIX,INJ,1.0,RG
HDPE,0.949,0.9,MIX,EXT,1.0,RP
HDPE,0.951,2.1,MIX,OFF,1.0,RP
HDPE,0.954,2.5,MIX,OFF,1.0,RP
HDPE,0.951,3.5,MIX,OFF,1.0,RP
HDPE,0.954,2.2,MIX,OFF,1.0,RP
HDPE,0.969,0.7,MIX,EXT,2.0,RP
HDPE,0.946,0.27,MIX,EXT,1.0,RP
HDPE,0.946,0.25,MIX,EXT,1.0,RP
HDPE,0.955,6.8,MIX,INJ,1.0,RG
HDPE,0.965,0.39,MIX,EXT,X,RP
HDPE,0.973,0.48,MIX,EXT,1.0,RP
HDPE,0.951,0.27,MIX,EXT,1.0,RP
HDPE,0.951,0.24,MIX,EXT,1.0,RP
HDPE,0.956,0.37,MIX,EXT,1.0,RP
HDPE,0.946,0.29,MIX,EXT,1.0,RP
HDPE,0.951,0.28,MIX,EXT,1.0,RP
LDPE,0.975,10.0,GREYI,X,CH,RP
LDPE,0.965,13.0,MIX,X,CH,RP
HDPE,0.975,0.43,MIX,EXT,CH,RP
HDPE,0.954,0.39,MIX,EXT,1.0,RP
HDPE,0.953,0.72,MIX,EXT,1.0,RG
HDPE,0.951,0.42,MIX,EXT,1.0,RP
HDPE,0.956,0.27,MIX,EXT,1.0,RP
HDPE,0.958,1.6,MIX,OFF,MEL,RP
HMW,0.958,8.0,MIX,EXT,X,RP
HMW,0.958,8.3,MIX,EXT,X,RP
HDPE,0.956,0.46,MIX,EXT,1.0,RP
HMW,0.946,3.0,NAT,EXT,1.0,WS
HDPE,0.954,0.43,MIX,EXT,1.0,RG
HDPE,0.951,0.14,MIX,EXT,1.0,RG
HDPE,0.958,0.12,MIX,EXT,E,RG
HDPE,0.958,0.45,MIX,EXT,1.0,RG
HDPE,0.961,0.34,MIX,EXT,1.0,RG
HDPE,0.975,0.84,MIX,EXT,CH,RG
HDPE,0.958,1.2,MIX,OFF,C,RG
HDPE,0.965,0.44,MIX,EXT,1.0,RG
HDPE,0.956,0.41,MIX,EXT,1.0,RP
HDPE,0.958,0.37,MIX,EXT,1.0,RP
HDPE,0.951,7.9,BK,INJ,1.0,RP
HDPE,0.952,11.0,BK,INJ,1.0,RP
HDPE,0.951,11.0,BK,INJ,1.0,RP
HDPE,0.954,16.0,BK,INJ,1.0,RP
HDPE,0.954,11.0,BK,INJ,1.0,RP
HDPE,0.956,9.5,BK,INJ,1.0,RP
HDPE,0.949,11.0,BK,INJ,2.0,RP
HDPE,0.955,0.28,MIX,EXT,1.0,RP
HDPE,0.949,50.0,MIX,HM,MEL,RG
ADDITIFS,0.932,78.0,YELI,X,C,RP
HDPE,0.956,11.0,BK,INJ,1.0,RP
HDPE,0.951,9.2,BK,INJ,1.0,RP
HMW,0.946,0.06,NAT,EXT,1.0,WS
LDPE,0.92,0.81,NAT,OFF,1.0,WS
LDPE,0.92,2.6,NAT,OFF,1.0,WS
LDPE,0.925,2.9,NAT,OFF,1.0,WS
HDPE,0.932,4.4,MIX,INJ,1.0,RG
HDPE,0.946,0.66,MIX,EXT,E,RG
HDPE,0.946,1.2,MIX,OFF,E,RG
LDPE,0.932,1.0,MIX,OFF,E,RG
HDPE,0.954,2.1,MIX,OFF,2.0,RG
HDPE,0.92,9.7,MIX,INJ,E,RG
HDPE,0.932,5.7,MIX,INJ,E,RG
HDPE,0.932,6.7,MIX,INJ,E,RG
HDPE,0.956,0.63,MIX,EXT,2.0,RG
HDPE,0.92,4.9,MIX,INJ,E,RG
HDPE,0.937,0.57,MIX,EXT,2.0,RG
HDPE,0.958,1.5,MIX,EXT,2.0,RG
PE/PP,0.969,1.4,MIX,OFF,E,RG
LDPE,0.975,0.41,YEL,EXT,CH,RP
LDPE,0.958,4.8,MIX,INJ,C,RP
LDPE,0.975,7.7,MIX,INJ,V,RP
LDPE,0.947,9.4,MIX,INJ,CH,RG
LDPE,0.975,11.0,MIX,INJ,C,RG
LDPE,0.975,5.2,MIX,INJ,V,RP
LDPE,0.975,11.0,MIX,INJ,CH,RG
LDPE,0.975,15.0,MIX,INJ,CH,RG
LDPE,0.975,6.4,MIX,INJ,CH,RG
HMW,0.969,13.0,MIX,HM,1.0,RP
HDPE,0.946,9.2,MIX,INJ,1.0,RP
